"Sample","Original size (KB)","Compressed size (KB)","q","Rate","MOS-LQO speech","MOS-LQO audio","MSE","AVG Absolute Error"
"01_sopranoA","223.796875","3.638671875","0.00","61.505099302200755","2.60323","3.52447","0.042750640719072676","0.00020738920222652883"
"01_sopranoA","223.796875","7.185546875","0.10","31.145419951073663","3.18892","3.89864","0.0009226033409166241","7.165828788441325E-05"
"01_sopranoA","223.796875","14.791015625","0.20","15.130595536775386","3.59777","4.0018","0.00041268022973849566","5.671286578433222E-05"
"01_sopranoA","223.796875","26.427734375","0.30","8.468258074052176","3.84838","3.96048","0.00024504849997115084","4.387093577713503E-05"
"01_sopranoA","223.796875","42.021484375","0.40","5.325772716709273","4.02768","4.02655","0.00022054178251165054","4.18625714232642E-05"
"01_sopranoA","223.796875","61.705078125","0.50","3.6268793720127874","4.81291","4.4224","0.00019861323834854093","3.817449655396758E-05"
"01_sopranoA","223.796875","85.419921875","0.60","2.619961129530125","4.94796","4.51453","0.00017429700495640157","3.464193143223448E-05"
"01_sopranoA","223.796875","113.044921875","0.70","1.9797163047046424","4.94415","4.53443","0.0001777706187975542","3.405068614336387E-05"
"01_sopranoA","223.796875","144.806640625","0.80","1.5454876519065024","4.94096","4.69354","0.0001860651968262945","3.41683093314667E-05"
"01_sopranoA","223.796875","180.599609375","0.90","1.2391880346501996","4.93702","4.66871","0.0002002712677326475","3.474420266263967E-05"
"01_sopranoA","223.796875","215.216796875","1.00","1.0398671397845558","4.93066","4.68319","0.00021323371824087984","3.546892867479404E-05"
"02_sopranoB","198.091796875","2.421875","0.00","81.79274193548387","1.9922","2.99453","0.1081533097819045","0.00025920301958301485"
"02_sopranoB","198.091796875","5.3125","0.10","37.287867647058825","2.11819","3.36974","0.006205862055726743","0.00011934872936899627"
"02_sopranoB","198.091796875","12.02734375","0.20","16.470120168886","3.49022","3.85556","0.0021260615638712195","8.564659256019625E-05"
"02_sopranoB","198.091796875","22.5390625","0.30","8.788821490467937","4.17311","3.79664","0.0013640014854364817","7.273031617415773E-05"
"02_sopranoB","198.091796875","35.5703125","0.40","5.5690204260926865","3.69091","3.38644","0.0014009493719404614","7.05827151603377E-05"
"02_sopranoB","198.091796875","53.359375","0.50","3.7124084919472913","4.84554","3.86743","0.0013882195037583384","6.957832274922442E-05"
"02_sopranoB","198.091796875","74.9453125","0.60","2.6431512561242574","4.85991","4.09037","0.0014110270252428586","6.92885491485348E-05"
"02_sopranoB","198.091796875","98.1015625","0.70","2.0192522099227523","4.86436","4.25028","0.0014208112374079404","7.004528972881475E-05"
"02_sopranoB","198.091796875","126.96484375","0.80","1.5602098267852198","4.86373","4.37077","0.0014405749617033105","7.099411019485708E-05"
"02_sopranoB","198.091796875","159.625","0.90","1.2409822826938137","4.85984","4.38539","0.0014538449725265245","7.18985520682434E-05"
"02_sopranoB","198.091796875","192.90625","1.00","1.0268811760894216","4.85698","4.47627","0.0014622961864099726","7.283821773858122E-05"
"03_mezzosoprano","366.546875","4.548828125","0.00","80.58050665521684","1.69429","2.79605","0.07227668900275602","0.000285900629432838"
"03_mezzosoprano","366.546875","9.759765625","0.10","37.5569341604963","2.52485","3.02809","0.005018491263470524","0.00011522457190952413"
"03_mezzosoprano","366.546875","21.830078125","0.20","16.790909904267693","3.48585","3.28492","0.0019254857412578856","7.133953660350386E-05"
"03_mezzosoprano","366.546875","40.826171875","0.30","8.97823278955174","3.64191","3.29126","0.0020845729305936957","6.726461181938338E-05"
"03_mezzosoprano","366.546875","66.607421875","0.40","5.503093569480691","4.20849","3.46176","0.0023285994587582395","6.835775605257476E-05"
"03_mezzosoprano","366.546875","99.361328125","0.50","3.689029544158984","4.43343","3.71516","0.00241884844605197","6.869714140292986E-05"
"03_mezzosoprano","366.546875","138.853515625","0.60","2.6398098265652035","4.44286","4.08569","0.002443967294410279","6.883261559646946E-05"
"03_mezzosoprano","366.546875","181.345703125","0.70","2.0212603259055024","4.43937","4.33079","0.0024865158316497438","6.957043078200524E-05"
"03_mezzosoprano","366.546875","233.978515625","0.80","1.5665834703707104","4.43968","4.43928","0.0025064665029710838","7.000211250577981E-05"
"03_mezzosoprano","366.546875","293.455078125","0.90","1.2490732051461242","4.43331","4.4751","0.002521558071193871","7.030122619472832E-05"
"03_mezzosoprano","366.546875","360.017578125","1.00","1.018136050214562","4.43165","4.48806","0.00253332237150642","7.067659791990606E-05"
"04_baritone","158.439453125","1.310546875","0.00","120.89567809239941","1.59485","2.65474","0.13874449385461712","0.0011140137805651083"
"04_baritone","158.439453125","3.451171875","0.10","45.908885116015846","2.22058","2.39544","0.014024819725467949","0.00030496046738525865"
"04_baritone","158.439453125","8.630859375","0.20","18.35732066078298","2.58976","2.62884","0.003130223013416535","0.00016025099256166824"
"04_baritone","158.439453125","16.833984375","0.30","9.41188072862281","3.37043","2.70717","0.002825995388643953","0.00013873960534794639"
"04_baritone","158.439453125","27.521484375","0.40","5.756937052019019","3.33533","2.94377","0.0031625766480568194","0.0001399472796085436"
"04_baritone","158.439453125","41.638671875","0.50","3.8051034288662695","4.83768","2.84629","0.002925515010868536","0.00013029737203735159"
"04_baritone","158.439453125","58.779296875","0.60","2.6954975909619536","4.88739","3.30932","0.002942863628309063","0.00012610911111817394"
"04_baritone","158.439453125","78.943359375","0.70","2.0070016576362604","4.91122","3.5119","0.003030187890497956","0.0001256357957286536"
"04_baritone","158.439453125","101.052734375","0.80","1.5678888266104873","4.9191","4.01765","0.0030813482684571934","0.00012593630179696063"
"04_baritone","158.439453125","127.130859375","0.90","1.2462706057673103","4.92341","4.09637","0.003108025168725108","0.00012640005322196577"
"04_baritone","158.439453125","156.232421875","1.00","1.0141265892412896","4.92229","4.21045","0.0031377376003552814","0.00012814949201371174"
"05_countertenorA","212.814453125","1.337890625","0.00","159.06715328467152","1.57536","1.73458","0.16715057550003046","0.0008062944340049913"
"05_countertenorA","212.814453125","4.021484375","0.10","52.919378338999515","3.85302","4.3113","0.0018845301107605072","5.61442831405903E-05"
"05_countertenorA","212.814453125","10.705078125","0.20","19.87976646597336","4.15456","4.38102","0.0006491335929770941","3.547587981576307E-05"
"05_countertenorA","212.814453125","21.373046875","0.30","9.957141551676871","4.33874","4.39696","0.0005361071952562285","3.233253880939344E-05"
"05_countertenorA","212.814453125","36.568359375","0.40","5.819633605725578","4.32994","4.41944","0.0005070200053842043","3.166070085097081E-05"
"05_countertenorA","212.814453125","55.337890625","0.50","3.8457275967952564","4.29916","4.45499","0.0005138765425833808","3.175621609646329E-05"
"05_countertenorA","212.814453125","78.091796875","0.60","2.725183202861216","4.28536","4.54488","0.0005201535488614437","3.220555130328505E-05"
"05_countertenorA","212.814453125","105.771484375","0.70","2.0120210506878404","4.27942","4.58307","0.0005317975391118211","3.274271951246039E-05"
"05_countertenorA","212.814453125","136.626953125","0.80","1.557631552613898","4.27725","4.59531","0.0005413957637676204","3.322997869451686E-05"
"05_countertenorA","212.814453125","170.916015625","0.90","1.2451404998343027","4.27295","4.60758","0.0005452829771962124","3.353932291243268E-05"
"05_countertenorA","212.814453125","209.681640625","1.00","1.0149408049777844","4.2587","4.63149","0.0005660385919459468","4.846066423040833E-05"
"06_countertenorB","208.0234375","2.509765625","0.00","82.88560311284047","1.60355","1.62979","0.0930795869899693","0.000561399155636015"
"06_countertenorB","208.0234375","5.611328125","0.10","37.07205012182388","3.4295","4.56109","0.0009897926825578956","4.434440312217875E-05"
"06_countertenorB","208.0234375","12.384765625","0.20","16.796719760290173","4.48262","4.6825","0.000765736844497071","2.944004484887432E-05"
"06_countertenorB","208.0234375","22.728515625","0.30","9.152530720976197","4.58471","4.68574","0.000777690740923021","2.847001475421597E-05"
"06_countertenorB","208.0234375","38.017578125","0.40","5.471769843308502","4.59425","4.68776","0.0008013885473835775","2.888422204310775E-05"
"06_countertenorB","208.0234375","55.904296875","0.50","3.721063480417846","4.64665","4.68779","0.000820182999179919","2.954280561948024E-05"
"06_countertenorB","208.0234375","77.560546875","0.60","2.6820780136486113","4.79274","4.70099","0.00082895774647266","3.044550801361551E-05"
"06_countertenorB","208.0234375","102.873046875","0.70","2.0221374190731143","4.79883","4.70258","0.0008384076526612351","3.109947234935503E-05"
"06_countertenorB","208.0234375","134.072265625","0.80","1.5515769538932187","4.79473","4.70226","0.000842137390809758","3.141645295024512E-05"
"06_countertenorB","208.0234375","166.978515625","0.90","1.2458095984466564","4.79457","4.70399","0.0008495458708023002","3.194532792042738E-05"
"06_countertenorB","208.0234375","203.283203125","1.00","1.023318377033272","4.79233","4.70735","0.0008590394963968176","3.240921743011246E-05"
"07_bass","226.0390625","1.859375","0.00","121.5672268907563","1.82751","2.96859","0.04779535905531489","0.00015785020644441046"
"07_bass","226.0390625","4.84375","0.10","46.66612903225806","3.41424","3.81009","0.004911352208031561","7.017286057108151E-05"
"07_bass","226.0390625","12.0546875","0.20","18.751134154244976","3.54256","4.34195","0.0005480853289181772","3.351448966184593E-05"
"07_bass","226.0390625","23.33203125","0.30","9.687929013895864","4.90612","4.44754","0.0005594254936110243","3.074635998198069E-05"
"07_bass","226.0390625","38.921875","0.40","5.807507025291048","4.91554","4.42434","0.0005296621098968015","3.063083905629045E-05"
"07_bass","226.0390625","59.453125","0.50","3.801971090670171","4.9086","4.57239","0.0005461777685991612","3.098785059504417E-05"
"07_bass","226.0390625","83.61328125","0.60","2.7033870590983415","4.91084","4.58435","0.0005385128076448135","3.103138704960722E-05"
"07_bass","226.0390625","111.6640625","0.70","2.0242776184146085","4.90387","4.60025","0.0005492636771317259","3.146844967552775E-05"
"07_bass","226.0390625","144.203125","0.80","1.5675046050493011","4.89864","4.57532","0.0005527366248471093","3.189337725753867E-05"
"07_bass","226.0390625","182.265625","0.90","1.2401628804114873","4.89642","4.60565","0.0005693760457296094","3.259923178584105E-05"
"07_bass","226.0390625","223.375","1.00","1.0119264129826524","4.8952","4.63466","0.0005670159325097239","3.645090585600894E-05"
"08_male","104.61328125","0.376953125","0.00","277.52331606217615","1.60064","2.28407","0.05632597961269088","0.00037443035125283805"
"08_male","104.61328125","1.861328125","0.10","56.20356768100734","3.25231","3.84205","0.00734460181528838","0.00012543861931223687"
"08_male","104.61328125","5.236328125","0.20","19.978366281238344","3.86561","3.84702","0.007640771351526842","0.00012692480310582492"
"08_male","104.61328125","10.849609375","0.30","9.642124212421242","4.01173","3.80163","0.00677175851468227","0.0001222271474875549"
"08_male","104.61328125","18.091796875","0.40","5.782359926589658","4.2183","3.97084","0.006136786197538655","0.00012016515331785789"
"08_male","104.61328125","27.208984375","0.50","3.8448065465508576","4.4148","4.05856","0.0056959681295104155","0.00011933808948085763"
"08_male","104.61328125","38.916015625","0.60","2.6881806775407777","4.61481","4.29352","0.006079706786932944","0.00012130270559836495"
"08_male","104.61328125","51.658203125","0.70","2.0251049189005257","4.67348","4.3603","0.005444688923198291","0.00011781754746435694"
"08_male","104.61328125","67.431640625","0.80","1.5513975380159304","4.68008","4.40794","0.005653743284160547","0.00012160265428587601"
"08_male","104.61328125","84.251953125","0.90","1.2416718826065791","4.73111","4.46283","0.005620176809894396","0.00012164279987477968"
"08_male","104.61328125","102.947265625","1.00","1.01618319452086","4.73806","4.46816","0.005609983987702037","0.00012326371011666892"
"09_cello","298.396484375","0.990234375","0.00","301.33925049309664","1.73695","2.18936","0.1446322239372367","0.0002949882340291938"
"09_cello","298.396484375","4.646484375","0.10","64.2198402690206","3.08844","4.50005","0.0019161589176161144","5.609977429068108E-05"
"09_cello","298.396484375","13.927734375","0.20","21.424624877296313","4.40801","4.66694","0.0010926016023917395","4.337492462793536E-05"
"09_cello","298.396484375","29.201171875","0.30","10.218647582101532","4.67431","4.67677","0.0010649714934972123","4.150212176720204E-05"
"09_cello","298.396484375","49.849609375","0.40","5.985934255377503","4.80116","4.68181","0.0010934487608427808","4.07020014364298E-05"
"09_cello","298.396484375","76.724609375","0.50","3.889188707583433","4.83928","4.68775","0.0010779831327238241","4.097468906028656E-05"
"09_cello","298.396484375","108.740234375","0.60","2.74412213740458","4.84647","4.6939","0.0011860648772794916","4.3080221719018E-05"
"09_cello","298.396484375","147.216796875","0.70","2.0269187396351573","4.82105","4.68608","0.0012747132994444215","4.456892425097084E-05"
"09_cello","298.396484375","190.599609375","0.80","1.5655671349667477","4.82767","4.69757","0.001322570746570574","4.520926588111196E-05"
"09_cello","298.396484375","240.677734375","0.90","1.2398175724475966","4.85875","4.69029","0.0013528010123959359","4.614019506577553E-05"
"09_cello","298.396484375","295.427734375","1.00","1.0100489888205","4.85271","4.69998","0.0014211092580549227","4.791442803766011E-05"
"10_saxophone","1707.591796875","18.748046875","0.00","91.0810501093864","2.50748","2.46679","0.14303822392350132","0.00012800850894453727"
"10_saxophone","1707.591796875","42.189453125","0.10","40.47437618628767","3.05247","3.31956","0.0240480003466292","2.560704161571906E-05"
"10_saxophone","1707.591796875","95.396484375","0.20","17.899944720840242","3.89386","3.79249","0.004696409031469595","1.693492324770379E-05"
"10_saxophone","1707.591796875","184.638671875","0.30","9.248288993494473","4.62676","3.63844","0.004993220964915917","1.686479236968435E-05"
"10_saxophone","1707.591796875","299.443359375","0.40","5.7025535661872615","4.89363","3.90675","0.003406297765785518","1.554515592159271E-05"
"10_saxophone","1707.591796875","454.470703125","0.50","3.757319856116963","4.95656","4.18722","0.002806798532112318","1.555122316938594E-05"
"10_saxophone","1707.591796875","630.873046875","0.60","2.706712238434461","4.95754","4.47863","0.0019880178005158506","1.479327537366857E-05"
"10_saxophone","1707.591796875","851.904296875","0.70","2.0044408780879235","4.95529","4.6069","0.0015149407675492353","1.456460836418293E-05"
"10_saxophone","1707.591796875","1089.685546875","0.80","1.56705005565324","4.95297","4.61877","0.00181392928041123","1.519050622351795E-05"
"10_saxophone","1707.591796875","1376.560546875","0.90","1.2404770721865384","4.9529","4.68877","0.0006201592115182562","1.309479809909116E-05"
"10_saxophone","1707.591796875","1675.880859375","1.00","1.018921952191653","4.95065","4.70466","0.0003271413466068803","1.219670669898924E-05"
"11_bassoon","121.359375","0.37890625","0.00","320.2886597938144","1","2.0883","0.10551228387907773","0.0004470319897898678"
"11_bassoon","121.359375","2.19140625","0.10","55.37967914438503","4.23958","4.12304","0.003267426523621859","0.00010139945163489304"
"11_bassoon","121.359375","6.25390625","0.20","19.4053716427233","4.47925","4.19128","0.0033033108928233693","9.944365028871464E-05"
"11_bassoon","121.359375","12.67578125","0.30","9.57411402157165","4.8845","4.21904","0.0030731106969789715","9.501845174124216E-05"
"11_bassoon","121.359375","21.26953125","0.40","5.705785123966942","4.94797","4.20314","0.0029777047784035637","9.273437946025381E-05"
"11_bassoon","121.359375","32.11328125","0.50","3.7791022989903906","4.9526","4.24415","0.003023116380895208","9.353956386674648E-05"
"11_bassoon","121.359375","45.41015625","0.60","2.672516129032258","4.95321","4.54948","0.00298643570690157","9.352909919867279E-05"
"11_bassoon","121.359375","60.78515625","0.70","1.9965297860034703","4.95738","4.64332","0.0031132935488798713","9.46572658373128E-05"
"11_bassoon","121.359375","78.67578125","0.80","1.5425251973586218","4.9565","4.67664","0.003278216150455289","9.647494460279751E-05"
"11_bassoon","121.359375","98.58203125","0.90","1.2310496493244047","4.96061","4.68718","0.003081217804603232","9.523713421301963E-05"
"11_bassoon","121.359375","120.73828125","1.00","1.005144132776861","4.96087","4.69198","0.0031851031833082734","9.630403612790686E-05"
"12_doublebass","119.634765625","0.166015625","0.00","720.6235294117647","1.97348","3.77106","0.10484519503412099","0.0005395004920572161"
"12_doublebass","119.634765625","2.822265625","0.10","42.38961937716263","4.72035","4.68516","0.010588189320411685","8.725627110222771E-05"
"12_doublebass","119.634765625","7.259765625","0.20","16.47914985203121","4.78355","4.69573","0.010951809715859136","8.779577916794664E-05"
"12_doublebass","119.634765625","13.462890625","0.30","8.886261424633686","4.81742","4.68776","0.008805072979028987","8.282793297427988E-05"
"12_doublebass","119.634765625","23.208984375","0.40","5.154674745434654","4.84761","4.69862","0.008675852147430194","8.302038768006591E-05"
"12_doublebass","119.634765625","33.384765625","0.50","3.5835137190662842","4.84607","4.70621","0.009123097250571385","8.598151451834159E-05"
"12_doublebass","119.634765625","45.326171875","0.60","2.6394191407764898","4.85767","4.71223","0.009611550121623928","8.942562880916424E-05"
"12_doublebass","119.634765625","62.134765625","0.70","1.9254078521359193","4.86692","4.71659","0.010106639315656233","9.348691111329102E-05"
"12_doublebass","119.634765625","78.048828125","0.80","1.5328194990115362","4.86787","4.7192","0.010384660754800192","9.552347469531787E-05"
"12_doublebass","119.634765625","95.728515625","0.90","1.2497296635586477","4.86851","4.71999","0.010521255958583922","9.615278328365178E-05"
"12_doublebass","119.634765625","115.173828125","1.00","1.038732215231732","4.87677","4.72275","0.010824541848421906","9.777556447156293E-05"
"13_frenchhorn","750.509765625","4.5","0.00","166.77994791666666","2.06854","1.67302","0.10461082168232075","0.00033734883923368"
"13_frenchhorn","750.509765625","13.16015625","0.10","57.02894033837934","3.97972","4.54159","0.0019262965764866742","3.402217465936167E-05"
"13_frenchhorn","750.509765625","36.078125","0.20","20.802349501948896","4.18719","4.53674","0.0017853907581249597","3.198986104733176E-05"
"13_frenchhorn","750.509765625","74.4375","0.30","10.082414987405542","4.2307","4.51912","0.0019959997426246467","3.373916129057394E-05"
"13_frenchhorn","750.509765625","126.25390625","0.40","5.944447882181863","4.33231","4.51675","0.0021871470735615535","3.488925896359593E-05"
"13_frenchhorn","750.509765625","192.328125","0.50","3.90223616865708","4.39944","4.50152","0.0023462810849430547","3.588411416222855E-05"
"13_frenchhorn","750.509765625","275","0.60","2.7291264204545453","4.45883","4.50054","0.002454465651372819","3.699652138465382E-05"
"13_frenchhorn","750.509765625","369.97265625","0.70","2.0285546862627095","4.48205","4.50083","0.002531220663424631","4.168761887536631E-05"
"13_frenchhorn","750.509765625","479.203125","0.80","1.566162085493495","4.45346","4.40938","0.003637504112115133","5.052596620577655E-05"
"13_frenchhorn","750.509765625","606.1875","0.90","1.2380818898855552","4.45003","4.2411","0.008248629690947987","0.0001868087669516855"
"13_frenchhorn","750.509765625","744.31640625","1.00","1.0083208690860426","3.87751","3.59121","0.03891198092023756","0.0004390885620351324"
"14_piano","407.396484375","4.919921875","0.00","82.80547836443033","1.83205","1.68097","0.014184097491769902","5.55486181178276E-05"
"14_piano","407.396484375","10.623046875","0.10","38.35024820739106","2.95992","3.54652","0.00010251210783374842","1.235072158777205E-05"
"14_piano","407.396484375","23.900390625","0.20","17.045599411620497","4.17166","3.85438","6.29532234557875E-05","1.014705206752012E-05"
"14_piano","407.396484375","44.724609375","0.30","9.109000393030263","4.26286","3.89339","5.43765525227188E-05","9.63068834139476E-06"
"14_piano","407.396484375","72.990234375","0.40","5.581520430280164","4.40417","3.89858","5.548125686504204E-05","9.76383960391168E-06"
"14_piano","407.396484375","108.884765625","0.50","3.7415379648065437","4.46416","3.90308","5.987872781131913E-05","1.027996294867315E-05"
"14_piano","407.396484375","152.326171875","0.60","2.674500903950456","4.51591","3.90075","5.763394136821963E-05","1.017463664387796E-05"
"14_piano","407.396484375","203.138671875","0.70","2.005509244570077","4.66083","3.90824","5.81815992896931E-05","1.047023168969453E-05"
"14_piano","407.396484375","261.650390625","0.80","1.557026088903818","4.78735","3.90667","5.889954559826955E-05","1.077771991729478E-05"
"14_piano","407.396484375","327.708984375","0.90","1.2431654418995512","4.83682","3.91023","6.246842816587167E-05","1.121794471294632E-05"
"14_piano","407.396484375","401.314453125","1.00","1.0151552758756626","4.84698","3.86312","6.86913172961658E-05","1.175850633920774E-05"
"15_trumpet","6081.70703125","30.638671875","0.00","198.4977369796647","1.59537","2.07321","0.06874419984959361","7.974128775067895E-05"
"15_trumpet","6081.70703125","103.068359375","0.10","59.00653768168122","3.61654","4.44641","0.002428429557733355","9.13337595271838E-06"
"15_trumpet","6081.70703125","295.994140625","0.20","20.546714264033415","4.0114","4.47246","0.002090283382701257","8.49783644099767E-06"
"15_trumpet","6081.70703125","597.330078125","0.30","10.181484666468302","4.37501","4.48194","0.002604113099773663","9.16665007788707E-06"
"15_trumpet","6081.70703125","1027.177734375","0.40","5.920793284085831","4.49066","4.48663","0.003057766735452436","9.81167990745109E-06"
"15_trumpet","6081.70703125","1557.404296875","0.50","3.905027771820851","4.54781","4.49474","0.003148676138245332","1.012684424057942E-05"
"15_trumpet","6081.70703125","2224.173828125","0.60","2.7343667812047485","4.56799","4.49095","0.003097716092640369","1.019270451010019E-05"
"15_trumpet","6081.70703125","3011.412109375","0.70","2.0195532229935216","4.571","4.50715","0.0030832132634319785","1.026101213966644E-05"
"15_trumpet","6081.70703125","3886.982421875","0.80","1.5646345599670375","4.59186","4.51376","0.003093866540480039","1.038067128359337E-05"
"15_trumpet","6081.70703125","4911.142578125","0.90","1.2383487008377394","4.59836","4.51809","0.0030861642339601136","1.045613818013252E-05"
"16_crash","140.408203125","2.037109375","0.00","68.92521572387344","1.53748","3.02197","0.04215884660886638","0.000736919896074533"
"16_crash","140.408203125","4.005859375","0.10","35.05070697220868","1.52217","2.78928","0.022636425564604643","0.0006266527671472898"
"16_crash","140.408203125","8.681640625","0.20","16.173003374578176","1.58377","3.36306","0.02270268041357413","0.0006610737560298475"
"16_crash","140.408203125","15.943359375","0.30","8.806688717383315","1.66085","3.6945","0.017392031895083045","0.0006043566662392956"
"16_crash","140.408203125","25.177734375","0.40","5.576681405631836","1.67987","3.76784","0.016699602007749795","0.0006120524736483023"
"16_crash","140.408203125","37.673828125","0.50","3.726942817149671","1.74292","3.72729","0.01273448228955191","0.0005396651433315586"
"16_crash","140.408203125","52.677734375","0.60","2.6654184123688407","1.78645","3.77533","0.011281986020397929","0.0005107686684158556"
"16_crash","140.408203125","70.505859375","0.70","1.991440206099892","1.7787","3.7838","0.012263316440902384","0.0005479722276176709"
"16_crash","140.408203125","89.478515625","0.80","1.5691834195534018","1.90877","3.71474","0.0101856673860837","0.0004894313443432764"
"16_crash","140.408203125","112.224609375","0.90","1.2511355923354044","1.94334","3.7332","0.009698418097160093","0.00048164566644785583"
"16_crash","140.408203125","137.873046875","1.00","1.0183876131518181","2.12138","3.56444","0.009483415958164296","0.000483990600793332"
